video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label,cleaned,stemmed,tokens,token_count,char_count
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.265.486.330,rizkyanihidayat7110,"Terlihat emosional, mata berkaca2 menahan amarah dan kekesalan",0,"terlihat emosional , mata berkaca2 menahan amarah dan kekesalan",0,terlihat emosional mata berkaca2 menahan amarah dan kekesalan,lihat emosional mata berkaca2 tahan amarah dan kesal,"['terlihat', 'emosional', 'mata', 'berkaca2', 'menahan', 'amarah', 'dan', 'kekesalan']",8,62
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,maulanabakiman,emang gak se-recommended alexis17 deh .,1,emang gak se-recommended alexis17 deh .,1,emang gak se recommended alexisit deh,emang gak se recommended alexisit deh,"['emang', 'gak', 'se', 'recommended', 'alexisit', 'deh']",6,39
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.412.374.662.010,gunturindrajaya7993,Ada yg punya emote ngicing di   layar gak??,0,ada yg punya emote ngicing di layar gak ? ?,0,ada yg punya emote ngicing di layar gak,ada yg punya emote ngicing di layar gak,"['ada', 'yg', 'punya', 'emote', 'ngicing', 'di', 'layar', 'gak']",8,43
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.286.841.780,fishybrad, @SamsulKhoir-w5t  kalo matanya buzzer gelap gak?,0,-w5t kalo matanya buzzer gelap gak ?,0,asamsulkhoir wst kalo matanya buzzer gelap gak,asamsulkhoir wst kalo mata buzzer gelap gak,"['asamsulkhoir', 'wst', 'kalo', 'matanya', 'buzzer', 'gelap', 'gak']",7,49
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,UriahNye-k9w,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 uhuy !,1,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 uhuy !,1,weton88 uhuy,weton88 uhuy,"['weton88', 'uhuy']",2,14
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.546.739.740,Gedearya.,Mana cross treak kamiii,0,cross treak kamiii,0,mana cross treak kamiii,mana cross treak kamiii,"['mana', 'cross', 'treak', 'kamiii']",4,23
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,Patricia6LZTx,"modal receh , lgsng mekswin gg",1,"modal receh , lgsng mekswin gg",1,modal receh lgsng mekswin gg,modal receh lgsng mekswin gg,"['modal', 'receh', 'lgsng', 'mekswin', 'gg']",5,30
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.343.976.124.520,gontaganti_channel,Seperti kentut kosong,0,seperti kentut kosong,0,seperti kentut kosong,seperti kentut kosong,"['seperti', 'kentut', 'kosong']",3,21
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.291.396.540,serbaserbi666,Terpaksa milih jokowi daripada beginian.,0,terpaksa milih jokowi daripada beginian .,0,terpaksa milih jokowi daripada beginian,paksa milih jokowi daripada begini,"['terpaksa', 'milih', 'jokowi', 'daripada', 'beginian']",5,40
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.347.837.811.860,vnkiaderaid,"Linus aja iri, pengen punya, sayangnya gak resmi",0,"linus aja iri , pengen punya , sayangnya gak resmi",0,linus aja iri pengen punya sayangnya gak resmi,lus aja iri ken punya sayang gak resmi,"['linus', 'aja', 'iri', 'pengen', 'punya', 'sayangnya', 'gak', 'resmi']",8,48
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.250.353.811.760,artwsx,"Intinya, kita harus siap",0,"intinya , kita harus siap",0,intinya kita harus siap,inti kita harus siap,"['intinya', 'kita', 'harus', 'siap']",4,24
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.551.888.070,desfariaditian982,bang kenapa BRZ? kenapa gak GR 86?,0,bang brz ? gak gr 86 ?,0,bang kenapa brz kenapa gak gr 86,bang kenapa brz kenapa gak gr 86,"['bang', 'kenapa', 'brz', 'kenapa', 'gak', 'gr', '86']",7,34
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,AlaniPonce-j6o,kebangkitan cuan 𝐒𝐆𝐈𝟖𝟖,1,kebangkitan cuan 𝐒𝐆𝐈𝟖𝟖,1,kebangkitan cuan sgi88,bangkit cuan sgi88,"['kebangkitan', 'cuan', 'sgi88']",3,22
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,AliEan-x5v,class bos 𝐒𝐆𝐈𝟖𝟖 gak ribet depo cepat wd lancar,1,class bos 𝐒𝐆𝐈𝟖𝟖 gak ribet depo cepat wd lancar,1,class bos sgi88 gak ribet depo cepat wd lancar,class bos sgi88 gak ribet depo cepat wd lancar,"['class', 'bos', 'sgi88', 'gak', 'ribet', 'depo', 'cepat', 'wd', 'lancar']",9,46
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.663.630.680,handikawahyudi1583,Keren parah 🔥🔥,0,keren parah,0,keren parah,keren parah,"['keren', 'parah']",2,14
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.057.597.040,Nuraini2426," @alphacraft1386  hehehe sy Ibu2, ibunya Dipo😁",0,"hehehe sy ibu2 , ibunya dipo",0,aalphacraftie86 hehehe sy ibu2 ibunya dipo,aalphacraftie86 hehehe sy ibu2 ibu dipo,"['aalphacraftie86', 'hehehe', 'sy', 'ibu2', 'ibunya', 'dipo']",6,46
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.016.359.790,alfatih5159,Baru Rp.5.000 terkumpul. Semangat cari sisanya 😂,0,baru rp.5.000 terkumpul . semangat cari sisanya,0,baru rp s ooo terkumpul semangat cari sisanya,baru rp s ooo kumpul semangat cari sisa,"['baru', 'rp', 's', 'ooo', 'terkumpul', 'semangat', 'cari', 'sisanya']",8,48
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.166.557.710,NatachaMontalvo-h3v,"Gokil sih ᗩᗷGᗯIᑎ, Gacir pol bro!",1,"gokil sih ᗩᗷgᗯiᑎ , gacir pol bro !",1,gokil sih pokhegguiti gacir pol bro,gokil sih pokhegguiti gacir pol bro,"['gokil', 'sih', 'pokhegguiti', 'gacir', 'pol', 'bro']",6,32
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,gambiramangunsong,"auto jepey ! λ l e x i s 1 7 ,",1,"auto jepey ! λ l e x i s 1 7 ,",1,auto jepey l l e x i s i t,auto jepey l l e x i s i t,"['auto', 'jepey', 'l', 'l', 'e', 'x', 'i', 's', 'i', 't']",10,30
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.409.045.832.180,DianaNadila-wx4xc,bisa dipotong gak bang?  terus  bagi buat gw wkwkwk,0,bisa dipotong gak bang ? terus bagi buat gw wkwkwk,0,bisa dipotong gak bang terus bagi buat gw wkwkwk,bisa potong gak bang terus bagi buat gw wkwkwk,"['bisa', 'dipotong', 'gak', 'bang', 'terus', 'bagi', 'buat', 'gw', 'wkwkwk']",9,51
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.049.309.390,Olobersyko777,Anies x Ahok 2029 ya ges yaaa,0,anies x ahok 2029 ya ges yaaa,0,anies x ahok 2o29 ya ges yaaa,anies x ahok 2o29 ya ges yaaa,"['anies', 'x', 'ahok', '2o29', 'ya', 'ges', 'yaaa']",7,29
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.014.559.650,OrangBijak-f1v,absen dari 𝑯𝑶𝑲𝑰777 kalian dari mana aja?,1,absen dari 𝑯𝑶𝑲𝑰777 kalian dari mana aja ?,1,absen dari hokittt kalian dari mana aja,absen dari hokittt kalian dari mana aja,"['absen', 'dari', 'hokittt', 'kalian', 'dari', 'mana', 'aja']",7,40
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.957.814.037.920,GungKrisna12,coba kalau di Indonesia ada acara kayak Top Gear,0,coba indonesia acara kayak top gear,0,coba kalau di indonesia ada acara kayak top gear,coba kalau di indonesia ada acara kayak top gear,"['coba', 'kalau', 'di', 'indonesia', 'ada', 'acara', 'kayak', 'top', 'gear']",9,48
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.532.359.380,Mie_So,"@ yup , anak pertama ahmad saroni",0,"@ yup , anak ahmad saroni",0,a yup anak pertama ahmad saroni,a yup anak pertama ahmad saron,"['a', 'yup', 'anak', 'pertama', 'ahmad', 'saroni']",6,33
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.430.916.116,Enzo_Lopi,Lebih memilih nonton ulang film dirty vote daripada nonton ini,0,lebih memilih nonton ulang film dirty vote daripada nonton ini,0,lebih memilih nonton ulang film dirty vote daripada nonton ini,lebih pilih nonton ulang film dirty vote daripada nonton ini,"['lebih', 'memilih', 'nonton', 'ulang', 'film', 'dirty', 'vote', 'daripada', 'nonton', 'ini']",10,62
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,DewiKristanto-l7e,"𝘼𝙇𝙀𝙓𝙄𝙎17 tuh emang bener-bener beda , sistemnya transparan",1,"𝘼𝙇𝙀𝙓𝙄𝙎17 tuh emang bener-bener beda , sistemnya transparan",1,alexisit tuh emang bener bener beda sistemnya transparan,alexisit tuh emang bener bener beda sistem transparan,"['alexisit', 'tuh', 'emang', 'bener', 'bener', 'beda', 'sistemnya', 'transparan']",8,58
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,deviakoemala,𝐁𝐓𝐕❶❻❽ sumber berkah—semoga bareng !,1,𝐁𝐓𝐕❶❻❽ sumber berkah—semoga bareng !,1,btv sumber berkah semoga bareng,btv sumber berkah moga bareng,"['btv', 'sumber', 'berkah', 'semoga', 'bareng']",5,36
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.271.221.700,chuukablyat5496,"""Dongeng si Momon""",0,`` dongeng si momon '',0,dongeng si momon,dongeng si momon,"['dongeng', 'si', 'momon']",3,18
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.344.249.656.140,akmalkhaerul123,Realme 14x bang,0,realme 14x bang,0,realme iax bang,realme iax bang,"['realme', 'iax', 'bang']",3,15
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.268.043.690,nathankirt376,ntar jawabnya pake AI bg,0,ntar jawabnya pake ai bg,0,ntar jawabnya pake ai bg,ntar jawab pake ai bg,"['ntar', 'jawabnya', 'pake', 'ai', 'bg']",5,24
IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,OjihanEndang-q4c,"swert bonanja gacir banget , mantul",1,"swert bonanja gacir banget , mantul",1,swert bonanja gacir banget mantul,swert bonanja gacir banget mantul,"['swert', 'bonanja', 'gacir', 'banget', 'mantul']",5,35
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,Pauloeru,petir merah gates bikin mekswin,1,petir merah gates bikin mekswin,1,petir merah gates bikin mekswin,petir merah gates bikin mekswin,"['petir', 'merah', 'gates', 'bikin', 'mekswin']",5,31
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.227.684.100,GriffinxRbHO,"Gacur parah, udh wede berkali-kali",1,"gacur parah , udh wede berkali-kali",1,gacur parah udh wede berkali kali,gacur parah udh wede kali kali,"['gacur', 'parah', 'udh', 'wede', 'berkali', 'kali']",6,34
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.645.537.800,naufalakhmad3616,KDM ga masuk radar bang panji kah?,0,kdm ga masuk radar bang panji kah ?,0,kdm ga masuk radar bang panji kah,kdm ga masuk radar bang panji kah,"['kdm', 'ga', 'masuk', 'radar', 'bang', 'panji', 'kah']",7,34
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.531.269.730,Mie_So,"Gmn ga mentok kanan coba , anaknya ahmad saroni",0,"gmn ga mentok kanan coba , anaknya ahmad saroni",0,gmn ga mentok kanan coba anaknya ahmad saroni,gmn ga mentok kanan coba anak ahmad saron,"['gmn', 'ga', 'mentok', 'kanan', 'coba', 'anaknya', 'ahmad', 'saroni']",8,47
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.344.248.083.160,AJ_vlog17,@adiwijayasalim6922  klw itu beda cerita bang 😭,0,klw itu beda cerita bang,0,aadiwijayasalim6922 klw itu beda cerita bang,aadiwijayasalim6922 klw itu beda cerita bang,"['aadiwijayasalim6922', 'klw', 'itu', 'beda', 'cerita', 'bang']",6,47
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,Charles6RreP,"grafis 𝐃e𝑊𝘈d𝘖𝙍𝐀 -keren banget , bikin betah main !",1,"grafis 𝐃e𝑊𝘈d𝘖𝙍𝐀 -keren banget , bikin betah main !",1,grafis dewadora keren banget bikin betah main,grafis dewadora keren banget bikin betah main,"['grafis', 'dewadora', 'keren', 'banget', 'bikin', 'betah', 'main']",7,50
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.015.078.530,pratamafaa,😂 kita tdk sama bro,0,kita tdk sama bro,0,kita tdk sama bro,kita tdk sama bro,"['kita', 'tdk', 'sama', 'bro']",4,19
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.029.559.170,factamenarikofficial,menit 1 jm 20 paling lucu hahah,0,menit 1 jm 20 paling lucu hahah,0,menit i jm 2o paling lucu hahah,menit i jm 2o paling lucu hahah,"['menit', 'i', 'jm', '2o', 'paling', 'lucu', 'hahah']",7,31
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.017.042.710,albimumu,Justru kalau gak diblokir Amrik mereka gak secepat itu inovasinya😅,0,justru kalau gak diblokir amrik mereka gak secepat itu inovasinya,0,justru kalau gak diblokir amrik mereka gak secepat itu inovasinya,justru kalau gak blokir amrik mereka gak cepat itu inovasi,"['justru', 'kalau', 'gak', 'diblokir', 'amrik', 'mereka', 'gak', 'secepat', 'itu', 'inovasinya']",10,66
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,TaeChenSjVdTD6,𝐊𝐨𝐢𝐒𝐋𝐎𝐓 ngasih spesial gabung !,1,𝐊𝐨𝐢𝐒𝐋𝐎𝐓 ngasih spesial gabung !,1,koislot ngasih spesial gabung,koislot ngasih spesial gabung,"['koislot', 'ngasih', 'spesial', 'gabung']",4,31
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,173.994.701.666.529,ilknurBurcu-i6q,"Saya yakin b𝘜KꀤT 888, nggak akan mengecewakan",1,"b𝘜kꀤt 888 , nggak mengecewakan",1,saya yakin bukbuopt 888 nggak akan mengecewakan,saya yakin bukbuopt 888 nggak akan kecewa,"['saya', 'yakin', 'bukbuopt', '888', 'nggak', 'akan', 'mengecewakan']",7,45
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.321.688.330,izzetNizamettin,makasih  mandalika77  udah ngebuat kemenangan jadi perihal yang lazim untuk gue,1,makasih mandalika77 udah ngebuat kemenangan perihal lazim gue,1,makasih mandalikatt udah ngebuat kemenangan jadi perihal yang lazim untuk gue,makasih mandalikatt udah ngebuat menang jadi perihal yang lazim untuk gue,"['makasih', 'mandalikatt', 'udah', 'ngebuat', 'kemenangan', 'jadi', 'perihal', 'yang', 'lazim', 'untuk', 'gue']",11,79
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,MelatiFirmansyah-f4q,kasih bocoran game gacor sma admin nya,1,kasih bocoran game gacor sma admin nya,1,kasih bocoran game gacor sma admin nya,kasih bocor game gacor sma admin nya,"['kasih', 'bocoran', 'game', 'gacor', 'sma', 'admin', 'nya']",7,38
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.152.862.930,7vll,bakal pecah si kalo gd project supercar huracan🔥,0,pecah si kalo gd project supercar huracan,0,bakal pecah si kalo gd project supercar huracan,bakal pecah si kalo gd project supercar huracan,"['bakal', 'pecah', 'si', 'kalo', 'gd', 'project', 'supercar', 'huracan']",8,48
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,wibowogadang,gue rela ninggalin hobi fokus alexis17 .,1,gue rela ninggalin hobi fokus alexis17 .,1,gue rela ninggalin hobi fokus alexisit,gue rela ninggalin hobi fokus alexisit,"['gue', 'rela', 'ninggalin', 'hobi', 'fokus', 'alexisit']",6,40
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.026.479.870,KanggoYoutube-ho1jr,50 Jutaan ajaaaaaaa :face-purple-crying::face-purple-crying::face-purple-crying:,0,50 jutaan ajaaaaaaa,0,so jutaan ajaaaaaaa face purple crying face purple crying face purple crying,so juta ajaaaaaaa face purple crying face purple crying face purple crying,"['so', 'jutaan', 'ajaaaaaaa', 'face', 'purple', 'crying', 'face', 'purple', 'crying', 'face', 'purple', 'crying']",12,80
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,AaliyahHolloway-n8g,berkembang arhan semangattt ! ! ! ! ! salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ! gampang jepe,1,berkembang arhan semangattt ! ! ! ! ! salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ! gampang jepe,1,berkembang arhan semangattt salam weton88 gampang jepe,kembang arhan semangattt salam weton88 gampang jepe,"['berkembang', 'arhan', 'semangattt', 'salam', 'weton88', 'gampang', 'jepe']",7,66
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.369.447.379.960,Se-matchSebelumTidur-kt3yh,sayang ga dicoba saat bermain game,0,sayang ga dicoba saat bermain game,0,sayang ga dicoba saat bermain game,sayang ga coba saat main game,"['sayang', 'ga', 'dicoba', 'saat', 'bermain', 'game']",6,34
VAEyOCCBlx4,KING OF AEROX !! Modifikasi Yamaha Aerox Alpha Turbo by Nakano Garage #AtenxKatros,Atenx Katros,1.739.965.184.672.490,ledypsht1922,Bagus modif lagi yah berguna di masyarakat perkebunan,0,bagus modif yah berguna masyarakat perkebunan,0,bagus modif lagi yah berguna di masyarakat perkebunan,bagus modif lagi yah guna di masyarakat kebun,"['bagus', 'modif', 'lagi', 'yah', 'berguna', 'di', 'masyarakat', 'perkebunan']",8,53
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.540.863.410.761,daicoal4895,Ahok for RI 2029 Indonesia pasti makmur,0,ahok for ri 2029 indonesia pasti makmur,0,ahok for ri 2o29 indonesia pasti makmur,ahok for ri 2o29 indonesia pasti makmur,"['ahok', 'for', 'ri', '2o29', 'indonesia', 'pasti', 'makmur']",7,39
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.301.464.530,siXtop-n1y," @maizarindra498  ngakak, maaf gak saya aminin ya hehehe",0,"ngakak , maaf gak saya aminin ya hehehe",0,amaizarindraa98 ngakak maaf gak saya aminin ya hehehe,amaizarindraa98 ngakak maaf gak saya aminin ya hehehe,"['amaizarindraa98', 'ngakak', 'maaf', 'gak', 'saya', 'aminin', 'ya', 'hehehe']",8,56
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.314.400.730,satyapararaton3197,​ @maizarindra498  Mungkin anda terlalu nyinyir bang. Santai aja komennya kawan. 😂,0,​ mungkin anda terlalu nyinyir bang . santai aja komennya kawan .,0,amaizarindraa98 mungkin anda terlalu nyinyir bang santai aja komennya kawan,amaizarindraa98 mungkin anda terlalu nyinyir bang santai aja komennya kawan,"['amaizarindraa98', 'mungkin', 'anda', 'terlalu', 'nyinyir', 'bang', 'santai', 'aja', 'komennya', 'kawan']",10,82
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.659.632.960,aslim0169,"gokilll si ini, selamat mas dipo🎉🎉🎉",0,"gokilll si , selamat mas dipo",0,gokilll si ini selamat mas dipo,gokilll si ini selamat mas dipo,"['gokilll', 'si', 'ini', 'selamat', 'mas', 'dipo']",6,35
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.379.803.376.200,mrrachmat2761, @sunnysun7064  AHOK AGUAN Cocok Udah Akrab Dari Zaman Proyek Proyek DKI,0,ahok aguan cocok udah akrab dari zaman proyek proyek dki,0,asunnysunto6a ahok aguan cocok udah akrab dari zaman proyek proyek dki,asunnysunto6a ahok aguan cocok udah akrab dari zaman proyek proyek dki,"['asunnysunto6a', 'ahok', 'aguan', 'cocok', 'udah', 'akrab', 'dari', 'zaman', 'proyek', 'proyek', 'dki']",11,72
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,irfanoktovian,"semangat bosqu , terbaik λlexis17 ,",1,"semangat bosqu , terbaik λlexis17 ,",1,semangat bosqu terbaik llexisit,semangat bosqu baik llexisit,"['semangat', 'bosqu', 'terbaik', 'llexisit']",4,35
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.646.041.170,iwayandharmatyaga432,Hemat tapi pamer pake jet pribadi,0,hemat tapi pamer pake jet pribadi,0,hemat tapi pamer pake jet pribadi,hemat tapi pamer pake jet pribadi,"['hemat', 'tapi', 'pamer', 'pake', 'jet', 'pribadi']",6,33
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.353.185.130,NaiYoungKim,Beliau sepertinya memang udah sangat sepuh.,0,beliau sepertinya memang udah sangat sepuh .,0,beliau sepertinya memang udah sangat sepuh,beliau seperti memang udah sangat sepuh,"['beliau', 'sepertinya', 'memang', 'udah', 'sangat', 'sepuh']",6,43
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.622.350.580,JosephinePriscilla-gp7fj,​ @ZIOMARKLIE  presiden KDM,0,​ presiden kdm,0,aziomarklie presiden kdm,aziomarklie presiden kdm,"['aziomarklie', 'presiden', 'kdm']",3,27
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.379.803.760.710,CRS_REAL," @sobat.kuliner  udah di bilang bang, ahok nggak mau di legislatif",0,".kuliner udah di bilang bang , ahok nggak mau di legislatif",0,asobat kuliner udah di bilang bang ahok nggak mau di legislatif,asobat kuliner udah di bilang bang ahok nggak mau di legislatif,"['asobat', 'kuliner', 'udah', 'di', 'bilang', 'bang', 'ahok', 'nggak', 'mau', 'di', 'legislatif']",11,66
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,drajatmaryadi,gak skill marketing sukses alexis17 .,1,gak skill marketing sukses alexis17 .,1,gak skill marketing sukses alexisit,gak skill marketing sukses alexisit,"['gak', 'skill', 'marketing', 'sukses', 'alexisit']",5,37
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.533.704.781.606,yudhzzza,Iphone ga bikin hp lipat juga???😂,0,iphone ga bikin hp lipat juga ? ? ?,0,iphone ga bikin hp lipat juga,iphone ga bikin hp lipat juga,"['iphone', 'ga', 'bikin', 'hp', 'lipat', 'juga']",6,33
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.351.290.000,JavaTheWaterAgent,Ok gas oke Gasse 😂😂😂😂,0,ok gas oke gasse,0,ok gas oke gasse,ok gas oke gasse,"['ok', 'gas', 'oke', 'gasse']",4,21
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,NurMarlina-s1t,"sebulan main alexis17 , gue udah dp mobil mewah !",1,"sebulan main alexis17 , gue udah dp mobil mewah !",1,sebulan main alexisit gue udah dp mobil mewah,bulan main alexisit gue udah dp mobil mewah,"['sebulan', 'main', 'alexisit', 'gue', 'udah', 'dp', 'mobil', 'mewah']",8,49
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.473.470.436.550,SelfishPeoplesShouldKys,apaan bahasa guru gembul dicopas,0,apaan bahasa guru gembul dicopas,0,apaan bahasa guru gembul dicopas,apa bahasa guru gembul dicopas,"['apaan', 'bahasa', 'guru', 'gembul', 'dicopas']",5,32
