video_id,channel_name,komentar,label,komentar_clean,komentar_stage1
8AzDe6gMOck,Garasi Drift,"gabung alexis 17 seminggu , udah ganti hape",1,gabung alexis 17 seminggu udah ganti hape,"gabung alexis 17 seminggu , udah ganti hape"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Intinya asal tampil, ngomong apa gak tau dah... 😂",0,intinya asal tampil ngomong apa gak tau dah wajah_gembira_berurai_air_mata,"intinya asal tampil, ngomong apa gak tau dah... :wajah_gembira_berurai_air_mata:"
gP0YCMCJnjA,Narasi Newsroom,moderatornya rese,0,moderatornya rese,moderatornya rese
f8UEkmYXlzA,Pandji Pragiwaksono,"Gak nyangka iseng doang, eh malah ketagihan sama ＰＵＬＡＵＷＩＮ.",1,gak nyangka iseng doang eh malah ketagihan sama pulauwin,"gak nyangka iseng doang, eh malah ketagihan sama pulauwin."
QpXcKzQInXg,Garasi Drift,Gas seminggu 2x,0,gas seminggu 2x,gas seminggu 2x
gP0YCMCJnjA,Narasi Newsroom,sok tau lu. emg lu lbh pintar dr PS?,0,sok tau lu emg lu lbh pintar dr ps,sok tau lu. emg lu lbh pintar dr ps?
gP0YCMCJnjA,Narasi Newsroom,Nyesel pilih prabowo ❤,0,nyesel pilih prabowo hati_merah,nyesel pilih prabowo :hati_merah:
ycGdOc17FhA,Fitra Eri,"alexis17 , udah denger bikin penasaran",1,alexis17 udah denger bikin penasaran,"alexis17 , udah denger bikin penasaran"
f8UEkmYXlzA,Pandji Pragiwaksono,Wkwkwkkwkwk,0,wkwkwkkwkwk,wkwkwkkwkwk
VXqMJqP7mvk,GadgetIn,epic moment 🎉 𝐒𝐆𝐈𝟖𝟖,1,epic moment party_popper SGI88,epic moment :party_popper: SGI88
f8UEkmYXlzA,Pandji Pragiwaksono,Suaranya kok kecil banget ya?apa hanya saya yg begitu?,0,suaranya kok kecil banget ya apa hanya saya yg begitu,suaranya kok kecil banget ya?apa hanya saya yg begitu?
zFhBO9uoGYA,Om Mobi,gak memuaskan menang berkat pawpaw4d !,1,gak memuaskan menang berkat pawpaw4d,gak memuaskan menang berkat pawpaw4d !
BI_RsNf1HJA,Garasi Drift,ga nyangka di menit 06:24 ganas banget perkaliannya kaya di ✯𝙈𝘼𝙉𝙐𝙏88✯,1,ga nyangka di menit 06 24 ganas banget perkaliannya kaya di ✯MANUT88✯,ga nyangka di menit 06:24 ganas banget perkaliannya kaya di ✯MANUT88✯
nZoNbiwP2ZE,Garasi Drift,Velg nya josss ini mah,0,velg nya josss ini mah,velg nya josss ini mah
Ou0UedfyuqU,GadgetIn,miniled oled gak sih ?,0,miniled oled gak sih,miniled oled gak sih ?
ufS5vDKnIhM,Motomobi,a.l.e.x.i.s.1.7 emang berbeda,1,a l e x i s 1 7 emang berbeda,a.l.e.x.i.s.1.7 emang berbeda
5MBwJpU-9tg,Garasi Drift Podcast,𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 .. terpopuler masakini,1,P L U T O 8 8 terpopuler masakini,P L U T O 8 8 .. terpopuler masakini
f8UEkmYXlzA,Pandji Pragiwaksono,Anies-Ahok tidak akan terkalahkan🙏🤲😁,0,anies ahok tidak akan terkalahkan melipat_tangan tangan_diangkat_dan_dirapatkan_bersama wajah_gembira_dengan_mata_bahagia,anies-ahok tidak akan terkalahkan:melipat_tangan::tangan_diangkat_dan_dirapatkan_bersama::wajah_gembira_dengan_mata_bahagia:
f8UEkmYXlzA,Pandji Pragiwaksono,Panjii... Jauh2 GMW iren datang ngasih kuliah catur 😅,0,panjii jauh2 gmw iren datang ngasih kuliah catur wajah_tersenyum_lebar_dan_berkeringat,panjii... jauh2 gmw iren datang ngasih kuliah catur :wajah_tersenyum_lebar_dan_berkeringat:
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,masih pinter pak RT gw njiir 😂,0,masih pinter pak rt gw njiir wajah_gembira_berurai_air_mata,masih pinter pak rt gw njiir :wajah_gembira_berurai_air_mata:
VXqMJqP7mvk,GadgetIn,Cuman bisa nonton sama Infinix smart 8,0,cuman bisa nonton sama infinix smart 8,cuman bisa nonton sama infinix smart 8
-vQDp9fHrzk,Karbida FC,"buat vlog bang, pas nanti lawan Bahrain di GBK kayanya asikk tuh",0,buat vlog bang pas nanti lawan bahrain di gbk kayanya asikk tuh,"buat vlog bang, pas nanti lawan bahrain di gbk kayanya asikk tuh"
f8UEkmYXlzA,Pandji Pragiwaksono,@lockysigarlaki163  ya memprihatinkan 🤣🤣 😭,0,lockysigarlaki163 ya memprihatinkan tertawa_terbahak bahak tertawa_terbahak bahak wajah_menangis_keras,@lockysigarlaki163  ya memprihatinkan :tertawa_terbahak-bahak::tertawa_terbahak-bahak: :wajah_menangis_keras:
Ou0UedfyuqU,GadgetIn,"jepe kali maen , lgsng suka",1,jepe kali maen lgsng suka,"jepe kali maen , lgsng suka"
VXqMJqP7mvk,GadgetIn,Berangkat!!!!! Batuk uang kredit motor,0,berangkat batuk uang kredit motor,berangkat!!!!! batuk uang kredit motor
-vQDp9fHrzk,Karbida FC,Jika jersey kiper ngeluarin SV nya auto beli dah,0,jika jersey kiper ngeluarin sv nya auto beli dah,jika jersey kiper ngeluarin sv nya auto beli dah
ufS5vDKnIhM,Motomobi,gw coba alexis17 yg lg viral 100rb 3jt sampe sejam,1,gw coba alexis17 yg lg viral 100rb 3jt sampe sejam,gw coba alexis17 yg lg viral 100rb 3jt sampe sejam
gP0YCMCJnjA,Narasi Newsroom, @mascar007  masa depan buzzer gmn kang?,0,mascar007 masa depan buzzer gmn kang, @mascar007  masa depan buzzer gmn kang?
ycGdOc17FhA,Fitra Eri,emang gak duanya sih sensasi main alexis17 .,1,emang gak duanya sih sensasi main alexis17,emang gak duanya sih sensasi main alexis17 .
f8UEkmYXlzA,Pandji Pragiwaksono,msh bisakah ahok dicalonkan utk RI1 or RI2 ?,0,msh bisakah ahok dicalonkan utk ri1 or ri2,msh bisakah ahok dicalonkan utk ri1 or ri2 ?
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Dislike, gak ngasih solusi🙄. Poinnya gak dapat😮‍💨",0,dislike gak ngasih solusi wajah_dengan_mata_ke_atas poinnya gak dapat wajah_mengembuskan_napas,"dislike, gak ngasih solusi:wajah_dengan_mata_ke_atas:. poinnya gak dapat:wajah_mengembuskan_napas:"
f8UEkmYXlzA,Pandji Pragiwaksono,Macan itu lion,0,macan itu lion,macan itu lion
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Menyalaaaa 🤘🏻,0,menyalaaaa lambang_tanduk_warna_kulit_cerah,menyalaaaa :lambang_tanduk_warna_kulit_cerah:
VXqMJqP7mvk,GadgetIn,worth it gak sih 𝘼𝙇𝙀𝙓𝙄𝙎17 dicoba ?,1,worth it gak sih ALEXIS17 dicoba,worth it gak sih ALEXIS17 dicoba ?
VXqMJqP7mvk,GadgetIn,Bapak kau ke pulauwin,0,bapak kau ke pulauwin,bapak kau ke pulauwin
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Poin pentingnya kerja cariin bapak.,0,poin pentingnya kerja cariin bapak,poin pentingnya kerja cariin bapak.
XI8K0-_kbHc,Jejelogy,"Setuju bro, gabedanya cherry group yg udah akusisi range rover",0,setuju bro gabedanya cherry group yg udah akusisi range rover,"setuju bro, gabedanya cherry group yg udah akusisi range rover"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Bonus demografi menuju indonesia (c) emas😂😂,0,bonus demografi menuju indonesia c emas wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata,bonus demografi menuju indonesia (c) emas:wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata:
ycGdOc17FhA,Fitra Eri,gue sih udah buktiin kekuatan alexis17 .,1,gue sih udah buktiin kekuatan alexis17,gue sih udah buktiin kekuatan alexis17 .
zFhBO9uoGYA,Om Mobi,"gue pergi , aja nyebut pulauwin .",1,gue pergi aja nyebut pulauwin,"gue pergi , aja nyebut pulauwin ."
f8UEkmYXlzA,Pandji Pragiwaksono,apakah mata pandji sudah terbuka ??,0,apakah mata pandji sudah terbuka,apakah mata pandji sudah terbuka ??
4-hj6CwvKpU,Motomobi,"Sejak kenal ALEXIS⭐17⭐, gue jadi punya tabungan buat masa depan.",1,sejak kenal alexis bintang_medium_putih 17 bintang_medium_putih gue jadi punya tabungan buat masa depan,"sejak kenal alexis:bintang_medium_putih:17:bintang_medium_putih:, gue jadi punya tabungan buat masa depan."
BI_RsNf1HJA,Garasi Drift,10:28 boleh juga tuh,0,10 28 boleh juga tuh,10:28 boleh juga tuh
VXqMJqP7mvk,GadgetIn,Pada syirik semua 😭😂😂,0,pada syirik semua wajah_menangis_keras wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata,pada syirik semua :wajah_menangis_keras::wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata:
ufS5vDKnIhM,Motomobi,bikin pengen main alexis17 =,1,bikin pengen main alexis17 =,bikin pengen main alexis17 =
J2_Egvu2QII,Ridwan Hanif,Enak cakep enak cakep. Dibeli tar tuh. Liat aja,0,enak cakep enak cakep dibeli tar tuh liat aja,enak cakep enak cakep. dibeli tar tuh. liat aja
gP0YCMCJnjA,Narasi Newsroom,IQ 70 sok sokan mau sok pintar ya begini😂,0,iq 70 sok sokan mau sok pintar ya begini wajah_gembira_berurai_air_mata,iq 70 sok sokan mau sok pintar ya begini:wajah_gembira_berurai_air_mata:
f8UEkmYXlzA,Pandji Pragiwaksono,"Mending KDM kerja nyata, selalu kasih solusi",0,mending kdm kerja nyata selalu kasih solusi,"mending kdm kerja nyata, selalu kasih solusi"
gP0YCMCJnjA,Narasi Newsroom,Srikandi memang yg lebih berani,0,srikandi memang yg lebih berani,srikandi memang yg lebih berani
ycGdOc17FhA,Fitra Eri,emang gak ngalahin serunya alexis17 .,1,emang gak ngalahin serunya alexis17,emang gak ngalahin serunya alexis17 .
CLHTLViZ8Uc,Den Dimas,pawpaw4d bikin semangat nasionalisme versi digital .,1,pawpaw4d bikin semangat nasionalisme versi digital,pawpaw4d bikin semangat nasionalisme versi digital .
VXqMJqP7mvk,GadgetIn,emang gak se-menguntungkan alexis17 .,1,emang gak se menguntungkan alexis17,emang gak se-menguntungkan alexis17 .
gRjWM8jPIPw,Fitra Eri,"gue udah ga bayangin hidup alexis17 ! sih , udah sumber rezeki utama",1,gue udah ga bayangin hidup alexis17 sih udah sumber rezeki utama,"gue udah ga bayangin hidup alexis17 ! sih , udah sumber rezeki utama"
VXqMJqP7mvk,GadgetIn,Santai santai minggir lu miskin 😂,0,santai santai minggir lu miskin wajah_gembira_berurai_air_mata,santai santai minggir lu miskin :wajah_gembira_berurai_air_mata:
BI_RsNf1HJA,Garasi Drift,10:42 LBWK🙏,0,10 42 lbwk melipat_tangan,10:42 lbwk:melipat_tangan:
VXqMJqP7mvk,GadgetIn,"@MDSA_ASSYAQOFIAH  coba bayangin, lu pengen beli tapi gada duit 🤡",0,mdsa_assyaqofiah coba bayangin lu pengen beli tapi gada duit badut,"@mdsa_assyaqofiah  coba bayangin, lu pengen beli tapi gada duit :badut:"
VXqMJqP7mvk,GadgetIn,"Huawei Memang berkelas,beda punya mamarika.",0,huawei memang berkelas beda punya mamarika,"huawei memang berkelas,beda punya mamarika."
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Yaelah dislike nya hilang😂,0,yaelah dislike nya hilang wajah_gembira_berurai_air_mata,yaelah dislike nya hilang:wajah_gembira_berurai_air_mata:
gP0YCMCJnjA,Narasi Newsroom,baru tau narasinews skarang ada acara comedy,0,baru tau narasinews skarang ada acara comedy,baru tau narasinews skarang ada acara comedy
gRjWM8jPIPw,Fitra Eri,"rezeki melimpah alexis'17 , makasih !",1,rezeki melimpah alexis 17 makasih,"rezeki melimpah alexis'17 , makasih !"
gP0YCMCJnjA,Narasi Newsroom,AUUUUUUUUUU AHHHH GELAAAAPPPPPPPP,0,auuuuuuuuuu ahhhh gelaaaapppppppp,auuuuuuuuuu ahhhh gelaaaapppppppp
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Bonus demografi aja dia ngertinya pas mau bikin video ini,0,bonus demografi aja dia ngertinya pas mau bikin video ini,bonus demografi aja dia ngertinya pas mau bikin video ini
8AzDe6gMOck,Garasi Drift,"sis , kalo proyek , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",1,sis kalo proyek ALEXIS17 juaranya,"sis , kalo proyek , ALEXIS17 juaranya ."
CLHTLViZ8Uc,Den Dimas,cuan drama ? ya pawpaw4d !,1,cuan drama ya pawpaw4d,cuan drama ? ya pawpaw4d !
aA9G2sW212g,Om Mobi,anjir alexis17 situs kesukaan teman gw,1,anjir alexis17 situs kesukaan teman gw,anjir alexis17 situs kesukaan teman gw
-vQDp9fHrzk,Karbida FC,"Bersama M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, 5:41 hari-hari lebih bermakna",1,bersama mandalika77 5 41 hari hari lebih bermakna,"bersama mandalika77, 5:41 hari-hari lebih bermakna"
VXqMJqP7mvk,GadgetIn,Langsung gas,0,langsung gas,langsung gas
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Bonus kekuasaan maksdnya,0,bonus kekuasaan maksdnya,bonus kekuasaan maksdnya
VXqMJqP7mvk,GadgetIn,Maaf terlambat bang semangat ya Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,1,maaf terlambat bang semangat ya salam WETON88 gampang jepe,maaf terlambat bang semangat ya salam WETON88! gampang jepe
VXqMJqP7mvk,GadgetIn,"𝘼𝙇𝙀𝙓𝙄𝙎17 ? oh , viral ?",1,ALEXIS17 oh viral,"ALEXIS17 ? oh , viral ?"
VXqMJqP7mvk,GadgetIn,Busett cerahh banget 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 encess sama koinya lagi ngasih mulu,1,busett cerahh banget bendera_segitiga WETON88 bendera_segitiga encess sama koinya lagi ngasih mulu,busett cerahh banget :bendera_segitiga:WETON88:bendera_segitiga: encess sama koinya lagi ngasih mulu
BI_RsNf1HJA,Garasi Drift,Bang project Supra bang,0,bang project supra bang,bang project supra bang
f8UEkmYXlzA,Pandji Pragiwaksono,Gue ampe nangis ketawa2😂😂 mana maen catur diralat,0,gue ampe nangis ketawa2 wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata mana maen catur diralat,gue ampe nangis ketawa2:wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata: mana maen catur diralat
VXqMJqP7mvk,GadgetIn,main modal uda bsia wd,1,main modal uda bsia wd,main modal uda bsia wd
gRjWM8jPIPw,Fitra Eri,"gacha receh sob , berjuang beneran gak dosa",1,gacha receh sob berjuang beneran gak dosa,"gacha receh sob , berjuang beneran gak dosa"
VXqMJqP7mvk,GadgetIn,"seminggu main alexis17 , gue udah bayar uang kuliah !",1,seminggu main alexis17 gue udah bayar uang kuliah,"seminggu main alexis17 , gue udah bayar uang kuliah !"
gP0YCMCJnjA,Narasi Newsroom,"@caaneedsleep  gitu aja gak paham, emang gak nalar",0,caaneedsleep gitu aja gak paham emang gak nalar,"@caaneedsleep  gitu aja gak paham, emang gak nalar"
-vQDp9fHrzk,Karbida FC,Setiap hari-Ga ruda ho-ki selalu ngasi jepe🤩,1,setiap hari ga ruda ho ki selalu ngasi jepe wajah_dengan_mata_berbentuk_bintang,setiap hari-ga ruda ho-ki selalu ngasi jepe:wajah_dengan_mata_berbentuk_bintang:
QpXcKzQInXg,Garasi Drift,@Phyzulc mungkin di tunggu saja,0,phyzulc mungkin di tunggu saja,@phyzulc mungkin di tunggu saja
zFhBO9uoGYA,Om Mobi,"senang main pawpaw4d , peluang menang .",1,senang main pawpaw4d peluang menang,"senang main pawpaw4d , peluang menang ."
gP0YCMCJnjA,Narasi Newsroom,waduhh...,0,waduhh,waduhh...
QpXcKzQInXg,Garasi Drift,"Jakpot besar bikin hari ini makin seru, cuma di 𝘈𝘎𝑈𝙎𝘛𝙊𝐓O!",1,jakpot besar bikin hari ini makin seru cuma di AGUSTOTo,"jakpot besar bikin hari ini makin seru, cuma di AGUSTOTo!"
gP0YCMCJnjA,Narasi Newsroom,Liang luhut : yg gelap itu kau . Wkwkwk,0,liang luhut yg gelap itu kau wkwkwk,liang luhut : yg gelap itu kau . wkwkwk
5MBwJpU-9tg,Garasi Drift Podcast,weton88 keren banget,1,weton88 keren banget,weton88 keren banget
f8UEkmYXlzA,Pandji Pragiwaksono,Jadi presiden lach payah lu,0,jadi presiden lach payah lu,jadi presiden lach payah lu
BI_RsNf1HJA,Garasi Drift,"𝙈𝗮𝘯𝐝𝘼L!K𝘼7𝟟 itu tempatnya para jagoan judi, jadi lu nggak cuma main, tapi juga bisa belajar dari yang pro!",1,MandAl kA77 itu tempatnya para jagoan judi jadi lu nggak cuma main tapi juga bisa belajar dari yang pro,"MandAl!kA77 itu tempatnya para jagoan judi, jadi lu nggak cuma main, tapi juga bisa belajar dari yang pro!"
ufS5vDKnIhM,Motomobi,"auto jepey ! λ l e x i s 1 7 ,",1,auto jepey λ l e x i s 1 7,"auto jepey ! λ l e x i s 1 7 ,"
VXqMJqP7mvk,GadgetIn,Aamiin...,0,aamiin,aamiin...
gP0YCMCJnjA,Narasi Newsroom,Darurat pelecehan seksual aman aja kah Pak Presiden..???,0,darurat pelecehan seksual aman aja kah pak presiden,darurat pelecehan seksual aman aja kah pak presiden..???
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Ngomong apa sihh?,0,ngomong apa sihh,ngomong apa sihh?
nZoNbiwP2ZE,Garasi Drift,GILA Cinematik nya,0,gila cinematik nya,gila cinematik nya
gP0YCMCJnjA,Narasi Newsroom,Nyesel gue bagian dari tone deaf waktu pemilu,0,nyesel gue bagian dari tone deaf waktu pemilu,nyesel gue bagian dari tone deaf waktu pemilu
gP0YCMCJnjA,Narasi Newsroom,kapan ya ada acara wapres menjawab,0,kapan ya ada acara wapres menjawab,kapan ya ada acara wapres menjawab
VXqMJqP7mvk,GadgetIn,Gak nyesel deh udah kenal sama ALEXIS⭐17⭐ dari dulu.,1,gak nyesel deh udah kenal sama alexis bintang_medium_putih 17 bintang_medium_putih dari dulu,gak nyesel deh udah kenal sama alexis:bintang_medium_putih:17:bintang_medium_putih: dari dulu.
ycGdOc17FhA,Fitra Eri,"ga nyesel temen , 𝑨𝑳𝑬𝑿𝑰𝑺17 gokil ! .",1,ga nyesel temen ALEXIS17 gokil,"ga nyesel temen , ALEXIS17 gokil ! ."
4-hj6CwvKpU,Motomobi,Bentar.... Om kok jadi kurusan...,0,bentar om kok jadi kurusan,bentar.... om kok jadi kurusan...
f8UEkmYXlzA,Pandji Pragiwaksono,😄😄😄😄😄😄😄😄😄 ini momen paling menghibur,0,wajah_tersenyum_lebar_dan_mata_tertutup wajah_tersenyum_lebar_dan_mata_tertutup wajah_tersenyum_lebar_dan_mata_tertutup wajah_tersenyum_lebar_dan_mata_tertutup wajah_tersenyum_lebar_dan_mata_tertutup wajah_tersenyum_lebar_dan_mata_tertutup wajah_tersenyum_lebar_dan_mata_tertutup wajah_tersenyum_lebar_dan_mata_tertutup wajah_tersenyum_lebar_dan_mata_tertutup ini momen paling menghibur,:wajah_tersenyum_lebar_dan_mata_tertutup::wajah_tersenyum_lebar_dan_mata_tertutup::wajah_tersenyum_lebar_dan_mata_tertutup::wajah_tersenyum_lebar_dan_mata_tertutup::wajah_tersenyum_lebar_dan_mata_tertutup::wajah_tersenyum_lebar_dan_mata_tertutup::wajah_tersenyum_lebar_dan_mata_tertutup::wajah_tersenyum_lebar_dan_mata_tertutup::wajah_tersenyum_lebar_dan_mata_tertutup: ini momen paling menghibur
-vQDp9fHrzk,Karbida FC,iseng coba mandalika77 bnrn jp wkwkwkwk keren,1,iseng coba mandalika77 bnrn jp wkwkwkwk keren,iseng coba mandalika77 bnrn jp wkwkwkwk keren
QpXcKzQInXg,Garasi Drift,Modal minim banget kontennya,0,modal minim banget kontennya,modal minim banget kontennya
CLHTLViZ8Uc,Den Dimas,"gile , nyoba doang dapet cuan segede",1,gile nyoba doang dapet cuan segede,"gile , nyoba doang dapet cuan segede"
VXqMJqP7mvk,GadgetIn,Aamiinin dulu aja😅,0,aamiinin dulu aja wajah_tersenyum_lebar_dan_berkeringat,aamiinin dulu aja:wajah_tersenyum_lebar_dan_berkeringat:
gP0YCMCJnjA,Narasi Newsroom, @cokjaran5744  iya ini pilihan gua. Dan gua bangga dengan pilihan ini,0,cokjaran5744 iya ini pilihan gua dan gua bangga dengan pilihan ini, @cokjaran5744  iya ini pilihan gua. dan gua bangga dengan pilihan ini
kUom1fDXs4A,Fitra Eri,29:45 APV cocok buat dibikin towing....,0,29 45 apv cocok buat dibikin towing,29:45 apv cocok buat dibikin towing....
QpXcKzQInXg,Garasi Drift,stop judol,0,stop judol,stop judol
VXqMJqP7mvk,GadgetIn,Yg ngajarin parah sih😂,0,yg ngajarin parah sih wajah_gembira_berurai_air_mata,yg ngajarin parah sih:wajah_gembira_berurai_air_mata:
f8UEkmYXlzA,Pandji Pragiwaksono,kalo bukan ＰＵＬＡＵＷＩＮ yg kasih duit siapa lagi,1,kalo bukan pulauwin yg kasih duit siapa lagi,kalo bukan pulauwin yg kasih duit siapa lagi
nZoNbiwP2ZE,Garasi Drift,Semenyala ini 29:06 ❤️‍🔥,0,semenyala ini 29 06 hati_berapi api,semenyala ini 29:06 :hati_berapi-api:
-vQDp9fHrzk,Karbida FC,"Bersama M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, ciptakan 3:17 keajaiban",1,bersama mandalika77 ciptakan 3 17 keajaiban,"bersama mandalika77, ciptakan 3:17 keajaiban"
gP0YCMCJnjA,Narasi Newsroom,Love your comment,0,love your comment,love your comment
aA9G2sW212g,Om Mobi,"alexis'17 gua maen bentar aja , lngsg wedey gede",1,alexis 17 gua maen bentar aja lngsg wedey gede,"alexis'17 gua maen bentar aja , lngsg wedey gede"
5MBwJpU-9tg,Garasi Drift Podcast,"spin santai , saldo terus… 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 emang beda",1,spin santai saldo terus P L U T O 8 8 emang beda,"spin santai , saldo terus... P L U T O 8 8 emang beda"
-vQDp9fHrzk,Karbida FC,“Nanti kesebar lagi yang tadi warna hijau”. Hmmm..,0,“nanti kesebar lagi yang tadi warna hijau” hmmm,“nanti kesebar lagi yang tadi warna hijau”. hmmm..
VXqMJqP7mvk,GadgetIn,"timothy ronald kenal gk kelen? yg bilang mclaren kalian warna apa itu. dia maen ⭐ A L E X I S 1 7 ⭐rupanya coyyy, kirain liatin chart crypto doang",1,timothy ronald kenal gk kelen yg bilang mclaren kalian warna apa itu dia maen bintang_medium_putih a l e x i s 1 7 bintang_medium_putih rupanya coyyy kirain liatin chart crypto doang,"timothy ronald kenal gk kelen? yg bilang mclaren kalian warna apa itu. dia maen :bintang_medium_putih: a l e x i s 1 7 :bintang_medium_putih:rupanya coyyy, kirain liatin chart crypto doang"
4-hj6CwvKpU,Motomobi,Tigo 8 masalahnya apa aja ya,0,tigo 8 masalahnya apa aja ya,tigo 8 masalahnya apa aja ya
gP0YCMCJnjA,Narasi Newsroom,2030 masih lama lagi😢,0,2030 masih lama lagi wajah_menangis,2030 masih lama lagi:wajah_menangis:
ufS5vDKnIhM,Motomobi,pantes rame alexis17 wkwkwkwkwk,1,pantes rame alexis17 wkwkwkwkwk,pantes rame alexis17 wkwkwkwkwk
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Hadir cuman mau dislike aja  , males lihat nya ga penting.",0,hadir cuman mau dislike aja males lihat nya ga penting,"hadir cuman mau dislike aja  , males lihat nya ga penting."
nZoNbiwP2ZE,Garasi Drift,Ditunggu project selanjuat nya untuk subaru BRZ buat farrel,0,ditunggu project selanjuat nya untuk subaru brz buat farrel,ditunggu project selanjuat nya untuk subaru brz buat farrel
Ou0UedfyuqU,GadgetIn,"swert bonanja gacir , wede 5 juta",1,swert bonanja gacir wede 5 juta,"swert bonanja gacir , wede 5 juta"
nZoNbiwP2ZE,Garasi Drift,faedahe apa blog ?,0,faedahe apa blog,faedahe apa blog ?
